Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(1, 4, 0, 2, 3), (0, 1, 4, 2, 3), (1, 0, 4, 2, 3), (3, 2, 4, 1, 0), (0, 1, 4, 2, 3), (2, 3, 4, 1, 0), (2, 4, 3, 1, 0), (4, 1, 2, 0, 3), (3, 2, 4, 1, 0), (4, 2, 3, 1, 0)]","(0, 0, 1, 1, 1)",0,"[0, 2, 4, 5, 3, 8, 0, 5, 5, 4, 6, 5, 0, 8, 4, 5, 5, 2, 0, 3, 7, 6, 6, 7, 0]","[0.0, 0.02, 0.04, 0.05, 0.03, 0.08, 0.0, 0.05, 0.05, 0.04, 0.06, 0.05, 0.0, 0.08, 0.04, 0.05, 0.05, 0.02, 0.0, 0.03, 0.07, 0.06, 0.06, 0.07, 0.0]","[2, 4, 5, 3, 8, 5, 5, 4, 6, 5, 8, 4, 5, 5, 2, 3, 7, 6, 6, 7]","[0.02, 0.04, 0.05, 0.03, 0.08, 0.05, 0.05, 0.04, 0.06, 0.05, 0.08, 0.04, 0.05, 0.05, 0.02, 0.03, 0.07, 0.06, 0.06, 0.07]","[0.04651 0.09302 0.11628 0.06977 0.11628 0.11628 0.09302 0.18605 0.09302
 0.06977]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[2, 1, 1, 1, 5, 2, 3, 0, 5, 0, 2, 3, 1, 4, 0, 2, 1, 2, 0, 5, 2, 2, 6, 0, 0]","[0.04, 0.02, 0.02, 0.02, 0.1, 0.04, 0.06, 0.0, 0.1, 0.0, 0.04, 0.06, 0.02, 0.08, 0.0, 0.04, 0.02, 0.04, 0.0, 0.1, 0.04, 0.04, 0.12, 0.0, 0.0]","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)"
"[(3, 1, 0, 2, 4), (0, 3, 1, 2, 4), (4, 2, 1, 3, 0), (2, 1, 3, 4, 0), (3, 1, 2, 4, 0), (2, 4, 1, 3, 0), (1, 2, 4, 3, 0), (4, 2, 1, 3, 0), (0, 3, 1, 2, 4), (0, 3, 1, 2, 4)]","(0, 1, 1, 1, 0)",1,"[0, 3, 4, 3, 4, 7, 0, 6, 5, 7, 6, 4, 0, 5, 8, 7, 5, 5, 0, 6, 6, 3, 2, 4, 0]","[0.0, 0.03, 0.04, 0.03, 0.04, 0.07, 0.0, 0.06, 0.05, 0.07, 0.06, 0.04, 0.0, 0.05, 0.08, 0.07, 0.05, 0.05, 0.0, 0.06, 0.06, 0.03, 0.02, 0.04, 0.0]","[3, 4, 3, 4, 7, 6, 5, 7, 6, 4, 5, 8, 7, 5, 5, 6, 6, 3, 2, 4]","[0.03, 0.04, 0.03, 0.04, 0.07, 0.06, 0.05, 0.07, 0.06, 0.04, 0.05, 0.08, 0.07, 0.05, 0.05, 0.06, 0.06, 0.03, 0.02, 0.04]","[0.05882 0.07843 0.05882 0.07843 0.11765 0.09804 0.13725 0.09804 0.15686
 0.11765]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[3, 0, 1, 0, 6, 1, 3, 6, 0, 0, 2, 3, 1, 4, 0, 2, 3, 1, 4, 0, 2, 1, 1, 2, 4]","[0.06, 0.0, 0.02, 0.0, 0.12, 0.02, 0.06, 0.12, 0.0, 0.0, 0.04, 0.06, 0.02, 0.08, 0.0, 0.04, 0.06, 0.02, 0.08, 0.0, 0.04, 0.02, 0.02, 0.04, 0.08]","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)"
"[(1, 2, 4, 3, 0), (2, 4, 1, 3, 0), (3, 1, 0, 2, 4), (2, 1, 3, 4, 0), (3, 0, 1, 2, 4), (4, 2, 1, 3, 0), (0, 3, 1, 2, 4), (1, 3, 2, 0, 4), (2, 4, 1, 3, 0), (1, 3, 0, 2, 4)]","(0, 1, 1, 1, 0)",0,"[0, 2, 4, 1, 5, 8, 0, 6, 7, 7, 6, 4, 0, 5, 9, 9, 3, 5, 0, 6, 5, 3, 1, 4, 0]","[0.0, 0.02, 0.04, 0.01, 0.05, 0.08, 0.0, 0.06, 0.07, 0.07, 0.06, 0.04, 0.0, 0.05, 0.09, 0.09, 0.03, 0.05, 0.0, 0.06, 0.05, 0.03, 0.01, 0.04, 0.0]","[2, 4, 1, 5, 8, 6, 7, 7, 6, 4, 5, 9, 9, 3, 5, 6, 5, 3, 1, 4]","[0.02, 0.04, 0.01, 0.05, 0.08, 0.06, 0.07, 0.07, 0.06, 0.04, 0.05, 0.09, 0.09, 0.03, 0.05, 0.06, 0.05, 0.03, 0.01, 0.04]","[0.03846 0.07692 0.01923 0.09615 0.11538 0.13462 0.13462 0.09615 0.17308
 0.11538]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]","[1, 1, 2, 1, 5, 3, 2, 5, 0, 0, 3, 2, 1, 4, 0, 2, 3, 1, 4, 0, 1, 2, 1, 1, 5]","[0.02, 0.02, 0.04, 0.02, 0.1, 0.06, 0.04, 0.1, 0.0, 0.0, 0.06, 0.04, 0.02, 0.08, 0.0, 0.04, 0.06, 0.02, 0.08, 0.0, 0.02, 0.04, 0.02, 0.02, 0.1]","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)"
"[(4, 1, 2, 3, 0), (3, 0, 4, 1, 2), (0, 3, 4, 1, 2), (3, 0, 4, 1, 2), (1, 2, 4, 3, 0), (3, 4, 0, 1, 2), (3, 0, 4, 1, 2), (0, 3, 4, 1, 2), (3, 4, 1, 0, 2), (3, 0, 4, 1, 2)]","(1, 0, 0, 1, 1)",0,"[0, 7, 8, 2, 6, 3, 0, 10, 2, 1, 2, 0, 0, 2, 1, 8, 8, 8, 0, 8, 4, 9, 9, 2, 0]","[0.0, 0.07, 0.08, 0.02, 0.06, 0.03, 0.0, 0.1, 0.02, 0.01, 0.02, 0.0, 0.0, 0.02, 0.01, 0.08, 0.08, 0.08, 0.0, 0.08, 0.04, 0.09, 0.09, 0.02, 0.0]","[7, 8, 2, 6, 3, 10, 2, 1, 2, 0, 2, 1, 8, 8, 8, 8, 4, 9, 9, 2]","[0.07, 0.08, 0.02, 0.06, 0.03, 0.1, 0.02, 0.01, 0.02, 0.0, 0.02, 0.01, 0.08, 0.08, 0.08, 0.08, 0.04, 0.09, 0.09, 0.02]","[0.14894 0.17021 0.04255 0.12766 0.21277 0.04255 0.02128 0.04255 0.02128
 0.17021]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[2, 4, 1, 1, 2, 1, 1, 1, 7, 0, 0, 1, 1, 0, 8, 6, 2, 0, 2, 0, 1, 2, 7, 0, 0]","[0.04, 0.08, 0.02, 0.02, 0.04, 0.02, 0.02, 0.02, 0.14, 0.0, 0.0, 0.02, 0.02, 0.0, 0.16, 0.12, 0.04, 0.0, 0.04, 0.0, 0.02, 0.04, 0.14, 0.0, 0.0]","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(3, 2, 0, 4, 1), (0, 2, 3, 4, 1), (3, 2, 0, 4, 1), (0, 4, 1, 2, 3), (3, 2, 0, 4, 1), (4, 0, 1, 2, 3), (1, 4, 0, 2, 3), (3, 2, 0, 4, 1), (4, 0, 2, 3, 1), (1, 4, 0, 2, 3)]","(1, 0, 1, 1, 0)",0,"[0, 8, 6, 6, 6, 2, 0, 4, 4, 2, 4, 6, 0, 6, 5, 4, 6, 4, 0, 5, 4, 8, 5, 5, 0]","[0.0, 0.08, 0.06, 0.06, 0.06, 0.02, 0.0, 0.04, 0.04, 0.02, 0.04, 0.06, 0.0, 0.06, 0.05, 0.04, 0.06, 0.04, 0.0, 0.05, 0.04, 0.08, 0.05, 0.05, 0.0]","[8, 6, 6, 6, 2, 4, 4, 2, 4, 6, 6, 5, 4, 6, 4, 5, 4, 8, 5, 5]","[0.08, 0.06, 0.06, 0.06, 0.02, 0.04, 0.04, 0.02, 0.04, 0.06, 0.06, 0.05, 0.04, 0.06, 0.04, 0.05, 0.04, 0.08, 0.05, 0.05]","[0.15385 0.11538 0.11538 0.11538 0.07692 0.07692 0.03846 0.11538 0.09615
 0.09615]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[2, 2, 6, 0, 0, 2, 0, 2, 0, 6, 0, 5, 1, 4, 0, 4, 0, 1, 1, 4, 2, 3, 0, 5, 0]","[0.04, 0.04, 0.12, 0.0, 0.0, 0.04, 0.0, 0.04, 0.0, 0.12, 0.0, 0.1, 0.02, 0.08, 0.0, 0.08, 0.0, 0.02, 0.02, 0.08, 0.04, 0.06, 0.0, 0.1, 0.0]","(1, 0, 1, 0, 1)","(1, 1, 0, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)"
"[(3, 0, 1, 2, 4), (1, 2, 0, 4, 3), (3, 0, 1, 2, 4), (3, 0, 1, 2, 4), (1, 2, 0, 3, 4), (0, 1, 2, 4, 3), (1, 0, 2, 3, 4), (0, 1, 3, 2, 4), (3, 0, 1, 2, 4), (3, 0, 1, 2, 4)]","(1, 1, 0, 1, 0)",0,"[0, 7, 8, 5, 10, 3, 0, 10, 5, 10, 2, 0, 0, 4, 10, 5, 5, 6, 0, 8, 0, 0, 0, 2, 0]","[0.0, 0.07, 0.08, 0.05, 0.1, 0.03, 0.0, 0.1, 0.05, 0.1, 0.02, 0.0, 0.0, 0.04, 0.1, 0.05, 0.05, 0.06, 0.0, 0.08, 0.0, 0.0, 0.0, 0.02, 0.0]","[7, 8, 5, 10, 3, 10, 5, 10, 2, 0, 4, 10, 5, 5, 6, 8, 0, 0, 0, 2]","[0.07, 0.08, 0.05, 0.1, 0.03, 0.1, 0.05, 0.1, 0.02, 0.0, 0.04, 0.1, 0.05, 0.05, 0.06, 0.08, 0.0, 0.0, 0.0, 0.02]","[0.09091 0.1039  0.06494 0.12987 0.12987 0.06494 0.12987 0.05195 0.12987
 0.1039 ]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[2, 6, 2, 0, 0, 3, 2, 5, 0, 0, 0, 2, 2, 6, 0, 5, 0, 1, 2, 2, 0, 0, 0, 2, 8]","[0.04, 0.12, 0.04, 0.0, 0.0, 0.06, 0.04, 0.1, 0.0, 0.0, 0.0, 0.04, 0.04, 0.12, 0.0, 0.1, 0.0, 0.02, 0.04, 0.04, 0.0, 0.0, 0.0, 0.04, 0.16]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 1, 1, 0)"
"[(0, 4, 1, 2, 3), (3, 2, 1, 4, 0), (1, 4, 0, 2, 3), (1, 4, 0, 2, 3), (4, 1, 2, 0, 3), (0, 4, 1, 2, 3), (0, 4, 1, 2, 3), (4, 1, 0, 2, 3), (2, 1, 4, 3, 0), (3, 2, 1, 4, 0)]","(1, 1, 0, 0, 1)",0,"[0, 3, 6, 7, 3, 7, 0, 7, 8, 5, 4, 3, 0, 8, 3, 3, 2, 2, 0, 2, 7, 5, 7, 8, 0]","[0.0, 0.03, 0.06, 0.07, 0.03, 0.07, 0.0, 0.07, 0.08, 0.05, 0.04, 0.03, 0.0, 0.08, 0.03, 0.03, 0.02, 0.02, 0.0, 0.02, 0.07, 0.05, 0.07, 0.08, 0.0]","[3, 6, 7, 3, 7, 7, 8, 5, 4, 3, 8, 3, 3, 2, 2, 2, 7, 5, 7, 8]","[0.03, 0.06, 0.07, 0.03, 0.07, 0.07, 0.08, 0.05, 0.04, 0.03, 0.08, 0.03, 0.03, 0.02, 0.02, 0.02, 0.07, 0.05, 0.07, 0.08]","[0.05769 0.11538 0.13462 0.05769 0.13462 0.15385 0.09615 0.15385 0.05769
 0.03846]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[3, 0, 3, 1, 3, 2, 3, 5, 0, 0, 1, 2, 1, 6, 0, 2, 0, 0, 1, 7, 2, 5, 1, 2, 0]","[0.06, 0.0, 0.06, 0.02, 0.06, 0.04, 0.06, 0.1, 0.0, 0.0, 0.02, 0.04, 0.02, 0.12, 0.0, 0.04, 0.0, 0.0, 0.02, 0.14, 0.04, 0.1, 0.02, 0.04, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 0, 1, 0)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)"
"[(4, 1, 3, 2, 0), (3, 2, 0, 4, 1), (3, 2, 4, 0, 1), (2, 3, 4, 1, 0), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (3, 4, 1, 2, 0), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1), (0, 2, 3, 4, 1)]","(1, 0, 1, 1, 0)",0,"[0, 7, 5, 5, 6, 3, 0, 2, 1, 0, 5, 8, 0, 6, 8, 5, 9, 4, 0, 9, 4, 10, 2, 1, 0]","[0.0, 0.07, 0.05, 0.05, 0.06, 0.03, 0.0, 0.02, 0.01, 0.0, 0.05, 0.08, 0.0, 0.06, 0.08, 0.05, 0.09, 0.04, 0.0, 0.09, 0.04, 0.1, 0.02, 0.01, 0.0]","[7, 5, 5, 6, 3, 2, 1, 0, 5, 8, 6, 8, 5, 9, 4, 9, 4, 10, 2, 1]","[0.07, 0.05, 0.05, 0.06, 0.03, 0.02, 0.01, 0.0, 0.05, 0.08, 0.06, 0.08, 0.05, 0.09, 0.04, 0.09, 0.04, 0.1, 0.02, 0.01]","[0.14286 0.10204 0.10204 0.12245 0.04082 0.02041 0.      0.12245 0.16327
 0.18367]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[5, 0, 1, 1, 3, 0, 1, 1, 1, 7, 1, 7, 0, 2, 0, 3, 1, 6, 0, 0, 1, 1, 2, 6, 0]","[0.1, 0.0, 0.02, 0.02, 0.06, 0.0, 0.02, 0.02, 0.02, 0.14, 0.02, 0.14, 0.0, 0.04, 0.0, 0.06, 0.02, 0.12, 0.0, 0.0, 0.02, 0.02, 0.04, 0.12, 0.0]","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(4, 2, 1, 0, 3), (1, 3, 4, 2, 0), (1, 3, 4, 2, 0), (2, 0, 4, 1, 3), (1, 4, 3, 2, 0), (3, 1, 4, 2, 0), (2, 4, 1, 0, 3), (3, 1, 4, 2, 0), (3, 1, 4, 2, 0), (2, 4, 0, 1, 3)]","(0, 1, 0, 1, 1)",1,"[0, 2, 0, 4, 1, 8, 0, 6, 7, 6, 10, 4, 0, 4, 3, 6, 3, 6, 0, 5, 9, 4, 7, 5, 0]","[0.0, 0.02, 0.0, 0.04, 0.01, 0.08, 0.0, 0.06, 0.07, 0.06, 0.1, 0.04, 0.0, 0.04, 0.03, 0.06, 0.03, 0.06, 0.0, 0.05, 0.09, 0.04, 0.07, 0.05, 0.0]","[2, 0, 4, 1, 8, 6, 7, 6, 10, 4, 4, 3, 6, 3, 6, 5, 9, 4, 7, 5]","[0.02, 0.0, 0.04, 0.01, 0.08, 0.06, 0.07, 0.06, 0.1, 0.04, 0.04, 0.03, 0.06, 0.03, 0.06, 0.05, 0.09, 0.04, 0.07, 0.05]","[0.05263 0.      0.10526 0.02632 0.15789 0.18421 0.15789 0.10526 0.07895
 0.13158]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 2, 6, 3, 3, 2, 2, 0, 3, 1, 0, 6, 0, 3, 2, 1, 0, 4, 1, 3, 6, 0, 0]","[0.0, 0.02, 0.02, 0.04, 0.12, 0.06, 0.06, 0.04, 0.04, 0.0, 0.06, 0.02, 0.0, 0.12, 0.0, 0.06, 0.04, 0.02, 0.0, 0.08, 0.02, 0.06, 0.12, 0.0, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(3, 1, 0, 4, 2), (2, 4, 1, 3, 0), (2, 4, 1, 3, 0), (2, 4, 1, 3, 0), (0, 3, 1, 4, 2), (4, 2, 1, 3, 0), (2, 4, 1, 3, 0), (0, 3, 1, 4, 2), (2, 4, 1, 3, 0), (3, 0, 1, 4, 2)]","(0, 1, 1, 0, 1)",0,"[0, 3, 4, 2, 4, 7, 0, 4, 6, 4, 6, 6, 0, 6, 5, 8, 4, 4, 0, 4, 6, 6, 5, 6, 0]","[0.0, 0.03, 0.04, 0.02, 0.04, 0.07, 0.0, 0.04, 0.06, 0.04, 0.06, 0.06, 0.0, 0.06, 0.05, 0.08, 0.04, 0.04, 0.0, 0.04, 0.06, 0.06, 0.05, 0.06, 0.0]","[3, 4, 2, 4, 7, 4, 6, 4, 6, 6, 6, 5, 8, 4, 4, 4, 6, 6, 5, 6]","[0.03, 0.04, 0.02, 0.04, 0.07, 0.04, 0.06, 0.04, 0.06, 0.06, 0.06, 0.05, 0.08, 0.04, 0.04, 0.04, 0.06, 0.06, 0.05, 0.06]","[0.07143 0.09524 0.04762 0.09524 0.09524 0.14286 0.09524 0.14286 0.11905
 0.09524]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[2, 1, 1, 0, 6, 0, 1, 9, 0, 0, 5, 1, 0, 0, 4, 2, 2, 0, 6, 0, 1, 5, 0, 4, 0]","[0.04, 0.02, 0.02, 0.0, 0.12, 0.0, 0.02, 0.18, 0.0, 0.0, 0.1, 0.02, 0.0, 0.0, 0.08, 0.04, 0.04, 0.0, 0.12, 0.0, 0.02, 0.1, 0.0, 0.08, 0.0]","(0, 1, 1, 0, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)"
"[(3, 0, 4, 2, 1), (4, 2, 0, 1, 3), (2, 4, 0, 1, 3), (0, 4, 3, 2, 1), (0, 3, 4, 2, 1), (1, 2, 4, 0, 3), (0, 3, 4, 2, 1), (0, 4, 3, 2, 1), (4, 2, 1, 0, 3), (0, 3, 4, 2, 1)]","(1, 0, 0, 1, 1)",0,"[0, 8, 6, 9, 6, 2, 0, 1, 4, 1, 4, 9, 0, 4, 2, 1, 6, 6, 0, 4, 4, 9, 8, 6, 0]","[0.0, 0.08, 0.06, 0.09, 0.06, 0.02, 0.0, 0.01, 0.04, 0.01, 0.04, 0.09, 0.0, 0.04, 0.02, 0.01, 0.06, 0.06, 0.0, 0.04, 0.04, 0.09, 0.08, 0.06, 0.0]","[8, 6, 9, 6, 2, 1, 4, 1, 4, 9, 4, 2, 1, 6, 6, 4, 4, 9, 8, 6]","[0.08, 0.06, 0.09, 0.06, 0.02, 0.01, 0.04, 0.01, 0.04, 0.09, 0.04, 0.02, 0.01, 0.06, 0.06, 0.04, 0.04, 0.09, 0.08, 0.06]","[0.17778 0.13333 0.2     0.13333 0.02222 0.08889 0.02222 0.08889 0.04444
 0.08889]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[5, 1, 2, 2, 0, 1, 0, 1, 2, 6, 1, 3, 0, 6, 0, 1, 3, 2, 0, 4, 2, 3, 5, 0, 0]","[0.1, 0.02, 0.04, 0.04, 0.0, 0.02, 0.0, 0.02, 0.04, 0.12, 0.02, 0.06, 0.0, 0.12, 0.0, 0.02, 0.06, 0.04, 0.0, 0.08, 0.04, 0.06, 0.1, 0.0, 0.0]","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)"
"[(3, 1, 4, 0, 2), (0, 1, 3, 4, 2), (0, 1, 3, 4, 2), (1, 0, 3, 4, 2), (4, 3, 1, 0, 2), (4, 2, 3, 1, 0), (3, 4, 2, 1, 0), (1, 3, 4, 2, 0), (1, 0, 3, 4, 2), (0, 1, 3, 4, 2)]","(1, 1, 0, 1, 0)",0,"[0, 3, 7, 5, 5, 7, 0, 8, 6, 7, 3, 2, 0, 1, 0, 5, 4, 9, 0, 8, 5, 3, 10, 2, 0]","[0.0, 0.03, 0.07, 0.05, 0.05, 0.07, 0.0, 0.08, 0.06, 0.07, 0.03, 0.02, 0.0, 0.01, 0.0, 0.05, 0.04, 0.09, 0.0, 0.08, 0.05, 0.03, 0.1, 0.02, 0.0]","[3, 7, 5, 5, 7, 8, 6, 7, 3, 2, 1, 0, 5, 4, 9, 8, 5, 3, 10, 2]","[0.03, 0.07, 0.05, 0.05, 0.07, 0.08, 0.06, 0.07, 0.03, 0.02, 0.01, 0.0, 0.05, 0.04, 0.09, 0.08, 0.05, 0.03, 0.1, 0.02]",[0.06 0.14 0.1  0.1  0.16 0.12 0.14 0.02 0.   0.16],"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 1]","[3, 2, 0, 2, 3, 3, 4, 1, 2, 0, 0, 1, 1, 1, 7, 2, 2, 6, 0, 0, 2, 1, 2, 5, 0]","[0.06, 0.04, 0.0, 0.04, 0.06, 0.06, 0.08, 0.02, 0.04, 0.0, 0.0, 0.02, 0.02, 0.02, 0.14, 0.04, 0.04, 0.12, 0.0, 0.0, 0.04, 0.02, 0.04, 0.1, 0.0]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)"
